id,text,label_text
3303,what is the time difference between pacific and central,datetime_convert
3304,Can I set automatic top ups?,automatic_top_up
3305,is there a limit on top ups,top_up_limits
3306,tell me the time in london england,datetime_query
3307,"It would have serious repercussions alright, for both the US and China. Why China won't cooperate on reigning in Kim is baffling.",not toxic
3308,alexa turn off the wemo socket in the kitchen,iot_wemo_off
3309,turn up the lights,iot
3310,play all songs by metallica on shuffle,play_music
3311,how many sunday having this month,datetime_query
3312,please remove the alarm which i set,alarm
3313,"Actually, yes there are people who live off the Canada Child Benefit:  https://beta.theglobeandmail.com/globe-investor/inside-the-market/how-canadas-youngest-retiree-derek-foster-learned-his-own-lesson/article36519213/

I still think it is a good program but agree that if you keep paying people who make more than $50-60,000, it is really just buying votes.",not toxic
3314,can you please turn off the lights in this room,iot_hue_lightoff
3315,tell me the top stories in the news,news
3316,what has happened recently in the world,news
3317,what will be the weather this week,weather
3318,it is too bright in here dim the lights,iot_hue_lightdim
3319,this weeks weather forecast,weather
3320,i would like to order some take-out,takeaway_order
3321,"[He has since maintained that he misunderstood the scope of the question and that his meetings with Kislyak were strictly in his capacity as a U.S. senator. In a March appearance on Fox television, Sessions said, ""I don't recall any discussion of the campaign in any significant way.""]
IIRC I commented on how implausible Sessions was when he said that.  What I didn't recognize until recently is how his revisions were a precursor to a practice that is rampant in the Trump administration.  1st: ""That didn't happen.""
2nd: ""It was appropriate/innocent.""
3rd: ""I misunderstood/He's ignorant.""
Just off the top of my head is Jr.s emails for Hillary information, Trump's disclosure of sensitive information to Russians, the firing of Comey, Session's confirmation hearings, Kushner's security clearance application, and going all the way back to Flynn's campaign discussions.
Is this administration just not capable of saying anything truthful without essentially pulling teeth?",not toxic
3322,increase light intensity,iot
3323,follow trump campaign news feed,news
3324,what is tomorrows date,datetime
3325,mute speakers please,audio_volume_mute
3326,turn up speakers,audio
3327,When will it get delivered?,card_delivery_estimate
3328,add a new notifier for the g. p. s. on my car,news_query
3329,"Yikes!

I only know about it from NYT articles and my older brother

But it is used as an example, and who doesn't know about Bill mazeroski",not toxic
3330,The machine gave me the wrong amount of cash.,wrong_amount_of_cash_received
3331,I see a fee that I think was charged because I paid by card.,card_payment_fee_charged
3332,What does it mean if my cash withdrawal is pending?,pending_cash_withdrawal
3333,i need to know what is the date today,datetime_query
3334,what is the weather report,weather_query
3335,"It was just weeks and days before the election we were told there was no way any hacker could infiltrate our ballots to the extent they would have any significant affect on the outcome. So why now are so many losing their minds about that very possibility? I can't say I'm excited Trump is the Pres-E, but I am so relieved HRC isn't.",not toxic
3336,call and order pizza for delivery,takeaway_order
3337,"Israel has no choice.  
For its own honour it must turn its back on ungrateful America.
Be strong Mr. Netanyahu!  Don't hesitate.  Send back those billions.",not toxic
3338,weather san antonio texas,weather
3339,How do I see my updated balance after I make a cheque or cash deposit?,balance_not_updated_after_cheque_or_cash_deposit
3340,i heard about a breaking news about our new provider please check the news and update me,news
3341,what's the time in denver,datetime
3342,wheres my money receipt,transfer_not_received_by_recipient
3343,play something by the used,play_music
3344,Can I schedule future top ups?,automatic_top_up
3345,punjabi,play
3346,what was the weather report for today,weather_query
3347,Can you tell me your exchange rates?,exchange_rate
3348,what is the weather in paris,weather_query
3349,weather boston ma,weather_query
3350,can i change this light to orange,iot
3351,get louder,audio_volume_up
3352,can you play music by pink floyd,play
3353,"Very clearly - ""America first"" - means everyone else second.",not toxic
3354,Irresponsible Fear mongering journalism.,not toxic
3355,I am agree.This is pure greed. Corporations are looking for excuse to relocate to Mexico.In Germany for instance hydro way high and manufacturing is booming.,not toxic
3356,tell me the time in canberra,datetime_query
3357,"I want to top up by card, what do you support?",supported_cards_and_currencies
3358,your scenarios on your p. c. and transfer them back to the via the hot,iot
3359,is it a rainy and stormy day,weather_query
3360,turn off the living room lights,iot
3361,what's new,news
3362,"Hey Miss Taylor, relax, he's a comedian. Just relax. 
Everybody is offended these days.",not toxic
3363,"Burnsie:

As much as I agree, you are going to deny me my hometown Buds and or Oilers?  Oh well Habs and Pens look good to make it, so there is something to smile about.",not toxic
3364,play the playlist we were listening last night,play_music
3365,after this song please play this song,play
3366,order one coffee from nearest coffee shop,iot_coffee
3367,please switch on my wemo plug socket,iot
3368,change alarm to start at midnight,alarm
3369,Could I chose the date to have it delivered?,card_delivery_estimate
3370,turn up your volume,audio
3371,"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",transfer_not_received_by_recipient
